,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14
0,1986-03-13 00:00:00-05:00,0.0545944363552746,0.0626231023596892,0.0545944363552746,0.0599464699625968,1031788800,0.0,0.0,
1,1986-03-14 00:00:00-05:00,0.0599464979001009,0.0631583351547722,0.0599464979001009,0.0620873123407363,308160000,0.0,0.0,100.0
2,1986-03-17 00:00:00-05:00,0.0620873178431704,0.0636935444097156,0.0620873178431704,0.0631583407521247,133171200,0.0,0.0,100.0
3,1986-03-18 00:00:00-05:00,0.0631583184318782,0.0636935219003272,0.0610168889645266,0.0615520924329757,67766400,0.0,0.0,66.66233683894765
4,1986-03-19 00:00:00-05:00,0.0615520968846718,0.0620873003918289,0.0599464863632003,0.0604816898703575,47894400,0.0,0.0,54.54460336258711
5,1986-03-20 00:00:00-05:00,0.0604816890762395,0.0604816890762395,0.0583408750757195,0.0588760785758495,58435200,0.0,0.0,42.85847080888698
6,1986-03-21 00:00:00-05:00,0.0588760662702751,0.0599464730468114,0.0562000493289343,0.0572704561054706,59990400,0.0,0.0,35.29623199275244
7,1986-03-24 00:00:00-05:00,0.0572704664414121,0.0572704664414121,0.055129652501974,0.0556648559868335,65289600,0.0,0.0,30.00246720513688
8,1986-03-25 00:00:00-05:00,0.0556648516628802,0.0567352585494518,0.0551296482195944,0.0567352585494518,32083200,0.0,0.0,36.36516060740972
9,1986-03-26 00:00:00-05:00,0.0567352667330858,0.0588760808150252,0.0562000632126009,0.0583408772945404,22752000,0.0,0.0,44.00064475968537
10,1986-03-27 00:00:00-05:00,0.0583408838713913,0.0594112910330295,0.0583408838713913,0.0594112910330295,16848000,0.0,0.0,48.14839923874308
11,1986-03-31 00:00:00-05:00,0.0594112820759795,0.0594112820759795,0.0578056715755895,0.0588760785758495,12873600,0.0,0.0,46.42893451549006
12,1986-04-01 00:00:00-05:00,0.0588760808150252,0.0588760808150252,0.0583408772945404,0.0583408772945404,11088000,0.0,0.0,44.82807778799126
13,1986-04-02 00:00:00-05:00,0.0583408750757195,0.0599464855761095,0.0583408750757195,0.0588760785758495,27014400,0.0,0.0,46.66698527762205
14,1986-04-03 00:00:00-05:00,0.0594112910330295,0.0610169017754869,0.0594112910330295,0.0594112910330295,23040000,0.0,0.0,48.38729811337878
15,1986-04-04 00:00:00-05:00,0.0594112910330295,0.0599464946138486,0.0594112910330295,0.0594112910330295,26582400,0.0,0.0,40.741548432232214
16,1986-04-07 00:00:00-05:00,0.0594112843355101,0.059946487855995,0.0572704702535706,0.0583408772945404,16560000,0.0,0.0,33.33191551668857
17,1986-04-08 00:00:00-05:00,0.0583408750757195,0.0599464855761095,0.0583408750757195,0.0588760785758495,10252800,0.0,0.0,40.00003341039069
18,1986-04-09 00:00:00-05:00,0.0588760632411324,0.0604816733233291,0.0588760632411324,0.0599464699625968,12153600,0.0,0.0,47.999940974926844
19,1986-04-10 00:00:00-05:00,0.0599464863632003,0.0610168933775146,0.058876079348886,0.0604816898703575,13881600,0.0,0.0,56.5217259726006
20,1986-04-11 00:00:00-05:00,0.0610168889645266,0.0626231149634291,0.0610168889645266,0.0615520924329757,17222400,0.0,0.0,68.18183112490297
21,1986-04-14 00:00:00-05:00,0.0615521087305775,0.0626231315446134,0.0615521087305775,0.0620873123407363,12153600,0.0,0.0,79.99995127660566
22,1986-04-15 00:00:00-05:00,0.0620873123407363,0.0620873123407363,0.0599464979001009,0.0620873123407363,9302400,0.0,0.0,77.77774340504344
23,1986-04-16 00:00:00-05:00,0.0620872844403681,0.0647639168820733,0.0615520810707153,0.0642287135124206,31910400,0.0,0.0,78.9485290777673
24,1986-04-17 00:00:00-05:00,0.0642287446918783,0.0647639483213424,0.0642287446918783,0.0647639483213424,22003200,0.0,0.0,77.77913541575288
25,1986-04-18 00:00:00-05:00,0.0647639580350556,0.0647639580350556,0.0620873238925358,0.0626231431961059,21628800,0.0,0.0,66.66857793794178
26,1986-04-21 00:00:00-05:00,0.0626231431961059,0.0631583469058433,0.061016916473061,0.0626231431961059,22924800,0.0,0.0,70.0017957057577
27,1986-04-22 00:00:00-05:00,0.0626231149634291,0.0626231149634291,0.0615520924329757,0.0615520924329757,15552000,0.0,0.0,61.90339047704899
28,1986-04-23 00:00:00-05:00,0.0615520843582759,0.0620872877565144,0.0610168809600373,0.0618196837604045,15609600,0.0,0.0,60.97424431102918
29,1986-04-24 00:00:00-05:00,0.0618196976554442,0.0690455630462666,0.0615520981931679,0.0679751560091972,62352000,0.0,0.0,74.99901584885717
30,1986-04-25 00:00:00-05:00,0.0685103593456252,0.0752010212001285,0.0685103593456252,0.072257399559021,85795200,0.0,0.0,84.20934645167435
31,1986-04-28 00:00:00-04:00,0.07225743801656,0.0733278456204867,0.0717216186206579,0.0727926418185234,28886400,0.0,0.0,84.20937826404919
32,1986-04-29 00:00:00-04:00,0.0727925879062406,0.0727925879062406,0.0701159552848762,0.0706511586904525,30326400,0.0,0.0,74.99767727926748
33,1986-04-30 00:00:00-04:00,0.0706511995187254,0.071186403233588,0.0674399772295502,0.0690455883741378,30902400,0.0,0.0,69.04636207122229
34,1986-05-01 00:00:00-04:00,0.0690455630462666,0.0690455630462666,0.0669047489721278,0.0679751560091972,54345600,0.0,0.0,64.2850633101007
35,1986-05-02 00:00:00-04:00,0.0679751560091972,0.0690455630462666,0.0674399524906625,0.0679751560091972,20246400,0.0,0.0,63.414066953126614
36,1986-05-05 00:00:00-04:00,0.0679751545093232,0.0679751545093232,0.0674399510025978,0.0674399510025978,3254400,0.0,0.0,61.90441787378548
37,1986-05-06 00:00:00-04:00,0.0679751560091972,0.0690455630462666,0.0679751560091972,0.0679751560091972,9734400,0.0,0.0,58.973284599161936
38,1986-05-07 00:00:00-04:00,0.0679751560091972,0.0685103595277319,0.0669047489721278,0.0679751560091972,5155200,0.0,0.0,57.89370735622228
39,1986-05-08 00:00:00-04:00,0.0679751500932605,0.068510353565216,0.0674399466213051,0.068510353565216,3542400,0.0,0.0,65.71205411114923
40,1986-05-09 00:00:00-04:00,0.0685103595277319,0.0685103595277319,0.0679751560091972,0.0679751560091972,6076800,0.0,0.0,63.88698252100156
41,1986-05-12 00:00:00-04:00,0.0679751500932605,0.0701159639810825,0.0679751500932605,0.068510353565216,10483200,0.0,0.0,68.57117290529905
42,1986-05-13 00:00:00-04:00,0.0685103846592753,0.0695807920890004,0.0685103846592753,0.0690455883741378,3830400,0.0,0.0,69.01385587342982
43,1986-05-14 00:00:00-04:00,0.0690455570371715,0.0690455570371715,0.068510353565216,0.068510353565216,9302400,0.0,0.0,51.99977505906082
44,1986-05-15 00:00:00-04:00,0.068510353565216,0.069580760509127,0.068510353565216,0.068510353565216,3801600,0.0,0.0,29.410025923747753
45,1986-05-16 00:00:00-04:00,0.0685103846592753,0.0706511995187254,0.0685103846592753,0.0690455883741378,11952000,0.0,0.0,29.409968123424576
46,1986-05-19 00:00:00-04:00,0.0690455630462666,0.0690455630462666,0.0674399524906625,0.0679751560091972,11001600,0.0,0.0,33.333611750697315
47,1986-05-20 00:00:00-04:00,0.0679751545093232,0.0679751545093232,0.0669047474958723,0.0674399510025978,61977600,0.0,0.0,38.46156317294833
48,1986-05-21 00:00:00-04:00,0.0674399403837264,0.0679751438061805,0.0663695335388183,0.0663695335388183,8092800,0.0,0.0,38.46164554454341
49,1986-05-22 00:00:00-04:00,0.0663695335388183,0.0669047369612724,0.0663695335388183,0.0663695335388183,4406400,0.0,0.0,38.46164554454341
50,1986-05-23 00:00:00-04:00,0.0663695335388183,0.0674399403837264,0.0663695335388183,0.0663695335388183,4089600,0.0,0.0,41.66673433709796
51,1986-05-27 00:00:00-04:00,0.0663695396773941,0.068510353565216,0.0663695396773941,0.068510353565216,13881600,0.0,0.0,53.333246714919206
52,1986-05-28 00:00:00-04:00,0.0685103450681473,0.0706511586904525,0.0685103450681473,0.0706511586904525,15523200,0.0,0.0,63.157678789792705
