,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI_14
0,1993-01-29 00:00:00-05:00,24.626122264400824,24.626122264400824,24.5036042431849,24.608619689941406,1003200,0.0,0.0,0.0,
1,1993-02-01 00:00:00-05:00,24.626139515537325,24.783662796020508,24.626139515537325,24.783662796020508,480500,0.0,0.0,0.0,100.0
2,1993-02-02 00:00:00-05:00,24.766148438833397,24.85366133084341,24.71364070362739,24.836158752441406,201300,0.0,0.0,0.0,100.0
3,1993-02-03 00:00:00-05:00,24.87116792112215,25.11620405827606,24.85366533989687,25.09870147705078,529400,0.0,0.0,0.0,100.0
4,1993-02-04 00:00:00-05:00,25.186209885279336,25.25622019767761,24.90616863568624,25.203712463378903,531500,0.0,0.0,0.0,100.0
5,1993-02-05 00:00:00-05:00,25.186222076416016,25.238729836130577,25.04620138384386,25.186222076416016,492100,0.0,0.0,0.0,97.14481427281557
6,1993-02-08 00:00:00-05:00,25.186222076416016,25.27373500927361,25.151216903272974,25.186222076416016,596100,0.0,0.0,0.0,97.14481427281557
7,1993-02-09 00:00:00-05:00,25.098691842871332,25.098691842871332,24.958671246816262,25.01117897033691,122100,0.0,0.0,0.0,75.55522190713961
8,1993-02-10 00:00:00-05:00,25.01117558082778,25.063683297232597,24.941165292288023,25.046180725097656,379600,0.0,0.0,0.0,76.59531549244831
9,1993-02-11 00:00:00-05:00,25.081205409160077,25.273733852635836,25.081205409160077,25.168718338012695,19500,0.0,0.0,0.0,79.62965578894901
10,1993-02-12 00:00:00-05:00,25.13370424630179,25.13370424630179,24.97618103027343,24.97618103027344,42500,0.0,0.0,0.0,66.1536604502386
11,1993-02-16 00:00:00-05:00,24.90617486335321,24.90617486335321,24.31108705916909,24.346092224121097,374800,0.0,0.0,0.0,42.574706095603176
12,1993-02-17 00:00:00-05:00,24.34608724992053,24.381092407720555,24.241071776520435,24.328584671020508,210900,0.0,0.0,0.0,42.1571968705496
13,1993-02-18 00:00:00-05:00,24.6086324824971,24.6086324824971,23.978539474410404,24.31108856201172,378100,0.0,0.0,0.0,41.748061753055495
14,1993-02-19 00:00:00-05:00,24.31106770842455,24.398580551147457,24.276062571335384,24.39858055114746,34900,0.0,0.0,0.0,44.444253850694466
15,1993-02-22 00:00:00-05:00,24.468604294379496,24.52111202891679,24.3985939816631,24.486106872558594,513600,0.0,0.0,0.0,41.747260548620304
16,1993-02-23 00:00:00-05:00,24.556112192560505,24.57361476718101,24.346081297114512,24.468599319458008,373700,0.0,0.0,0.0,39.603939030692885
17,1993-02-24 00:00:00-05:00,24.486118821774497,24.783662796020508,24.486118821774497,24.783662796020508,26300,0.0,0.0,0.0,41.346531665624084
18,1993-02-25 00:00:00-05:00,24.766148438833397,24.85366133084341,24.71364070362739,24.836158752441406,44500,0.0,0.0,0.0,39.60413452305181
19,1993-02-26 00:00:00-05:00,24.88865926582825,24.88865926582825,24.74863867924131,24.871156692504883,66200,0.0,0.0,0.0,41.1760998024592
20,1993-03-01 00:00:00-05:00,24.95867254705436,24.95867254705436,24.766144217448748,24.801149368286133,66500,0.0,0.0,0.0,39.62237576756972
21,1993-03-02 00:00:00-05:00,24.818666622602223,25.168718338012695,24.783661451061175,25.168718338012695,182400,0.0,0.0,0.0,53.84649774787369
22,1993-03-03 00:00:00-05:00,25.203701875216417,25.291214728949804,25.168696733723056,25.273712158203125,280100,0.0,0.0,0.0,55.37182937241297
23,1993-03-04 00:00:00-05:00,25.30874054411991,25.30874054411991,25.133714675903317,25.13371467590332,89500,0.0,0.0,0.0,49.18034983412267
24,1993-03-05 00:00:00-05:00,25.168713308579427,25.27372880221745,25.046195232668403,25.063697814941406,40000,0.0,0.0,0.0,52.17404900754872
25,1993-03-08 00:00:00-05:00,25.116189477222218,25.623764038085938,25.116189477222218,25.623764038085938,50800,0.0,0.0,0.0,82.8832835568854
26,1993-03-09 00:00:00-05:00,25.571271489792448,25.58877407123652,25.483758582572076,25.536266326904297,169300,0.0,0.0,0.0,80.00111821949133
27,1993-03-10 00:00:00-05:00,25.536250756312004,25.588758468627933,25.431235331680153,25.58875846862793,194400,0.0,0.0,0.0,81.19732078237924
28,1993-03-11 00:00:00-05:00,25.60627740564333,25.676287733478308,25.48375933193212,25.51876449584961,70900,0.0,0.0,0.0,77.58766956369789
29,1993-03-12 00:00:00-05:00,25.308727597496365,25.32623017536462,25.09869666307731,25.2562198638916,643600,0.0,0.0,0.0,67.46094692622188
30,1993-03-15 00:00:00-05:00,25.238717777646823,25.378738403320312,25.238717777646823,25.378738403320312,310800,0.0,0.0,0.0,69.69780530514622
31,1993-03-16 00:00:00-05:00,25.378738403320312,25.44874871615706,25.378738403320312,25.378738403320312,30800,0.0,0.0,0.0,64.9127435937881
32,1993-03-17 00:00:00-05:00,25.34373617072969,25.34373617072969,25.18621294867405,25.22121810913086,21800,0.0,0.0,0.0,59.16713740035128
33,1993-03-18 00:00:00-05:00,25.326230668692755,25.48375387257543,25.326230668692755,25.378738403320312,59300,0.0,0.0,0.0,61.41793702348212
34,1993-03-19 00:00:00-05:00,25.481017793738783,25.481017793738783,25.340335845947266,25.340335845947266,66900,0.213,0.0,0.0,62.30382534590893
35,1993-03-22 00:00:00-05:00,25.09413646769873,25.25240362131421,25.07655122840812,25.199647903442383,183400,0.0,0.0,0.0,50.78731135309186
36,1993-03-23 00:00:00-05:00,25.269999950377056,25.287585197384978,25.217244209353304,25.25241470336914,55200,0.0,0.0,0.0,49.4430656031411
37,1993-03-24 00:00:00-05:00,25.217244209353304,25.35792618541664,25.094147480297885,25.25241470336914,37200,0.0,0.0,0.0,53.349270708990765
