,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14
0,1972-06-01 00:00:00-04:00,0.0,0.908735090607658,0.8982698124792586,0.903502345085144,456000,0.0,0.0,
1,1972-06-02 00:00:00-04:00,0.9052465918526816,0.9139675498008728,0.9052465918526816,0.9139675498008728,640000,0.0,0.0,100.0
2,1972-06-05 00:00:00-04:00,0.9122234715810776,0.9122234715810776,0.8982697680992762,0.9017581939697266,464000,0.0,0.0,46.15394725773889
3,1972-06-06 00:00:00-04:00,0.9017580719047444,0.9017580719047444,0.8930369019508362,0.8930369019508362,796800,0.0,0.0,33.33308020161941
4,1972-06-07 00:00:00-04:00,0.8930370669567447,0.9052466645648582,0.8912929603936591,0.903502345085144,584000,0.0,0.0,50.0
5,1972-06-08 00:00:00-04:00,0.9035021781455724,0.906990603543818,0.8912927957100081,0.8930369019508362,726400,0.0,0.0,39.9999088731366
6,1972-06-09 00:00:00-04:00,0.8947813864364589,0.9052466645648582,0.8947813864364589,0.903502345085144,296000,0.0,0.0,50.0
7,1972-06-12 00:00:00-04:00,0.9035023004466428,0.9104791521875434,0.896525448705742,0.9017581939697266,473600,0.0,0.0,48.64870606055008
8,1972-06-13 00:00:00-04:00,0.9035018036191949,0.9139670754757878,0.9035018036191949,0.91047865152359,478400,0.0,0.0,54.76154249844384
9,1972-06-14 00:00:00-04:00,0.9139673674193172,0.9331538117432744,0.9139673674193172,0.9296653866767884,795200,0.0,0.0,64.15082417493855
10,1972-06-15 00:00:00-04:00,0.9348978400230408,0.9453631143516568,0.9348978400230408,0.9348978400230408,836800,0.0,0.0,66.07124659263783
11,1972-06-16 00:00:00-04:00,0.9348980309828272,0.9366423501854956,0.9209443290278596,0.9244327545166016,267200,0.0,0.0,59.67736423734475
12,1972-06-19 00:00:00-04:00,0.924432282212116,0.9296650242300502,0.906990163679812,0.9174554347991944,1001600,0.0,0.0,56.06032207256424
13,1972-06-20 00:00:00-04:00,0.920944217552289,0.9296653866767884,0.920944217552289,0.9296653866767884,345600,0.0,0.0,60.27384884012148
14,1972-06-21 00:00:00-04:00,0.929665623633148,0.933154049588776,0.9192003457662644,0.9209444522857666,556800,0.0,0.0,56.41021709262712
15,1972-06-22 00:00:00-04:00,0.9209440883837248,0.929665256285022,0.9174556638065138,0.927920937538147,321600,0.0,0.0,55.26302418573406
16,1972-06-23 00:00:00-04:00,0.9279218845153124,0.933154633179604,0.9279218845153124,0.931410312652588,212800,0.0,0.0,61.9718919959571
17,1972-06-26 00:00:00-04:00,0.9314096444182924,0.9418749213218688,0.9226886867902808,0.9418749213218688,278400,0.0,0.0,69.44438116175621
18,1972-06-27 00:00:00-04:00,0.9418743410945908,0.9471070827811304,0.9314090706379844,0.936641812324524,268800,0.0,0.0,63.767777159260056
19,1972-06-28 00:00:00-04:00,0.933154049588776,0.933154049588776,0.9174560263301388,0.9209444522857666,433600,0.0,0.0,61.11115593649753
20,1972-06-29 00:00:00-04:00,0.920944052304914,0.9261767954240028,0.915711522102356,0.915711522102356,313600,0.0,0.0,55.07232236867521
21,1972-06-30 00:00:00-04:00,0.9174556638065138,0.931409362115358,0.9174556638065138,0.927920937538147,404800,0.0,0.0,59.99980863267133
22,1972-07-03 00:00:00-04:00,0.9279211639914814,0.940130759449665,0.9261770577355072,0.9383864402770996,240000,0.0,0.0,60.52637376917095
23,1972-07-05 00:00:00-04:00,0.9453631604419036,0.9558284352807438,0.9453631604419036,0.9488515853881836,734400,0.0,0.0,57.74638600172786
24,1972-07-06 00:00:00-04:00,0.961061635977657,0.9715269157909346,0.961061635977657,0.9662941694259644,809600,0.0,0.0,61.53854242012289
25,1972-07-07 00:00:00-04:00,0.9680382354373958,0.988968789577484,0.9680382354373958,0.988968789577484,595200,0.0,0.0,71.76457628692694
