Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04012524364806032,0.04478252259680856,0.03558719533170514,0.0376177616417408,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060308765977417,0.042035673229147794,0.037617770200654134,0.04155875742435455,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04203567863033881,0.042872117842873,0.037737002292381326,0.03833406791090965,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03845327920247931,0.039408948693039875,0.03630348580397876,0.03821482136845589,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03821483453422703,0.03845329245040396,0.03785623029073416,0.03809468820691109,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.038094668178367624,0.038214814442515815,0.036303479224443436,0.036303479224443436,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.036303489869523746,0.03725915605046319,0.036303489869523746,0.03702069818973541,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.0363034902642807,0.03725915645561187,0.03307971201439702,0.034154608845710754,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.033676776203559966,0.035348734999901925,0.033437399271812156,0.034870900213718414,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035348737151246534,0.03773699215020258,0.03487090233598172,0.036781325936317444,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737838640389041,0.03821482535640473,0.036423635890929264,0.037856221199035645,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03809467858015161,0.03821482487710585,0.0365428626537323,0.0365428626537323,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725914929520651,0.037497610529344534,0.0346315213335647,0.03510935604572296,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510936830778391,0.03606503464922625,0.03415461421054239,0.03475167974829674,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03487089649805919,0.03916957096104248,0.03487089649805919,0.037736985832452774,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.0382148252922244,0.04012524539226754,0.0382148252922244,0.03988678753376007,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040603074366321344,0.04227503636818793,0.03606502308656863,0.04012523964047432,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.039169591955810434,0.03964742694719632,0.037259171067973676,0.03797546401619911,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916957078045983,0.03964740551352484,0.037497612169981175,0.038572508841753006,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.0382148252922244,0.040603080186610276,0.037736990497881664,0.03988678753376007,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040603074366321344,0.041080909092168376,0.037975442912760705,0.04012523964047432,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04108090757329448,0.042872096712776704,0.0386926531095557,0.04203565791249275,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04824567598816573,0.050157011603263434,0.044304689790092555,0.04537958651781082,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04729092878941047,0.0487235176042492,0.04322979573060159,0.0439470075070858,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04442483859038733,0.04585742386791522,0.04155874895802183,0.041916437447071075,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04299134054774023,0.04394701025794789,0.04012525049456193,0.04215581715106964,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04203566740040039,0.04227504434710149,0.04108091684570452,0.0417972095310688,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.0420356478012543,0.0420356478012543,0.03869264380244213,0.03893110156059265,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040841547922373475,0.041080924916100464,0.037736999624323114,0.03809468820691109,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03845327861398173,0.04036369848863193,0.03845327861398173,0.04024447128176689,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.039169572627795766,0.04203566208414789,0.03845328003302105,0.04084153473377228,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.040722316002402933,0.04275288265891065,0.040722316002402933,0.04215581715106964,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.042752887137180444,0.042752887137180444,0.04084154751655656,0.04143861308693886,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04072230798097386,0.04143860058381285,0.039647407829761505,0.039647407829761505,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.039886770747076694,0.039886770747076694,0.03821480920920011,0.03893110156059265,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.03988678627158387,0.04108091368098988,0.03964740934332344,0.04060307890176773,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.040841536230804,0.04131937100391976,0.03893111621562792,0.039289720356464386,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.039647407124244784,0.040363699714337516,0.03857251040880408,0.03952817991375923,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.03964741159264432,0.040603081205306715,0.038692661057332774,0.04000601917505264,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.039886781816148825,0.04131936691649387,0.039886781816148825,0.04012523964047432,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.04096075144401645,0.04108089769171125,0.03893110156059265,0.03893110156059265,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.03916957537809229,0.03916957537809229,0.03582657000866301,0.0365428626537323,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.036303479224443436,0.036542852675672956,0.0348708909088301,0.036303479224443436,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.03618426047825619,0.0382148269654674,0.03606502983545974,0.036781325936317444,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.037259156638339175,0.040125246398975516,0.037259156638339175,0.04000601917505264,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.041200146079063416,0.04215581226178696,0.04048385000156212,0.041200146079063416,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.041319367731141206,0.04167797184357376,0.03749761234285563,0.037736985832452774,69504000,0.0,0.0
1999-03-31 00:00:00-05:00,0.03893111044284512,0.04084153017474035,0.037139921325549434,0.04036369547247887,153600000,0.0,0.0
1999-04-01 00:00:00-05:00,0.04036369579509065,0.04060307268670998,0.038453276047926165,0.039169568568468094,30432000,0.0,0.0
1999-04-05 00:00:00-04:00,0.038692676042131335,0.03964742694719632,0.03773700605935956,0.03797546401619911,98640000,0.0,0.0
1999-04-06 00:00:00-04:00,0.03833405628673309,0.038453283508774784,0.036303489869523746,0.03702069818973541,69696000,0.0,0.0
1999-04-07 00:00:00-04:00,0.037259150362588186,0.04036369746479981,0.03702069253826269,0.04012523964047432,89280000,0.0,0.0
1999-04-08 00:00:00-04:00,0.04036369997817138,0.04203566208414789,0.03988678429982375,0.04084153473377228,130128000,0.0,0.0
1999-04-09 00:00:00-04:00,0.041080909092168376,0.041080909092168376,0.039886781816148825,0.04012523964047432,48624000,0.0,0.0
1999-04-12 00:00:00-04:00,0.03964740062189838,0.03964740062189838,0.03773698100255249,0.038453273475170135,33312000,0.0,0.0
1999-04-13 00:00:00-04:00,0.03916957034217971,0.03916957034217971,0.036303484469713,0.03690054640173912,36144000,0.0,0.0
1999-04-14 00:00:00-04:00,0.036781325237388224,0.03761776420922716,0.03582657128572464,0.03582657128572464,48288000,0.0,0.0
1999-04-15 00:00:00-04:00,0.036781325936317444,0.036781325936317444,0.03582657196651135,0.036781325936317444,35856000,0.0,0.0
1999-04-16 00:00:00-04:00,0.03654287811974824,0.038572529694327645,0.03654287811974824,0.03797546401619911,38928000,0.0,0.0
1999-04-19 00:00:00-04:00,0.03845327223332186,0.03845327223332186,0.03582656022618798,0.036303479224443436,31296000,0.0,0.0
1999-04-20 00:00:00-04:00,0.036303499329049874,0.03773700068230564,0.03522859881269542,0.03558720648288727,67680000,0.0,0.0
1999-04-21 00:00:00-04:00,0.03558720040979416,0.036303493133718646,0.035348739110980985,0.03618426248431206,37488000,0.0,0.0
1999-04-22 00:00:00-04:00,0.036303486329056965,0.036303486329056965,0.03427383577047956,0.03463152423501015,227184000,0.0,0.0
1999-04-23 00:00:00-04:00,0.03451229794300801,0.03463152858504266,0.03272110841355745,0.03296048194169998,126048000,0.0,0.0
